0001	NC_060029.1	0	100000
0002	NC_060029.1	100000	200000
0003	NC_060029.1	200000	300000
0004	NC_060029.1	300000	400000
0005	NC_060029.1	400000	500000
0006	NC_060029.1	500000	600000
0007	NC_060029.1	600000	700000
0008	NC_060029.1	700000	800000
0009	NC_060029.1	800000	900000
0010	NC_060029.1	900000	1000000
0011	NC_060029.1	1000000	1100000
0012	NC_060029.1	1100000	1200000
0013	NC_060029.1	1200000	1300000
0014	NC_060029.1	1300000	1400000
0015	NC_060029.1	1400000	1500000
0016	NC_060029.1	1500000	1600000
0017	NC_060029.1	1600000	1700000
0018	NC_060029.1	1700000	1800000
0019	NC_060029.1	1800000	1900000
0020	NC_060029.1	1900000	2000000
0021	NC_060029.1	2000000	2100000
0022	NC_060029.1	2100000	2200000
0023	NC_060029.1	2200000	2300000
0024	NC_060029.1	2300000	2400000
0025	NC_060029.1	2400000	2500000
0026	NC_060029.1	2500000	2600000
0027	NC_060029.1	2600000	2700000
0028	NC_060029.1	2700000	2800000
0029	NC_060029.1	2800000	2900000
0030	NC_060029.1	2900000	3000000
0031	NC_060029.1	3000000	3100000
0032	NC_060029.1	3100000	3200000
0033	NC_060029.1	3200000	3300000
0034	NC_060029.1	3300000	3400000
0035	NC_060029.1	3400000	3500000
0036	NC_060029.1	3500000	3600000
0037	NC_060029.1	3600000	3700000
0038	NC_060029.1	3700000	3800000
0039	NC_060029.1	3800000	3900000
0040	NC_060029.1	3900000	4000000
0041	NC_060029.1	4000000	4100000
0042	NC_060029.1	4100000	4200000
0043	NC_060029.1	4200000	4300000
0044	NC_060029.1	4300000	4400000
0045	NC_060029.1	4400000	4500000
0046	NC_060029.1	4500000	4600000
0047	NC_060029.1	4600000	4700000
0048	NC_060029.1	4700000	4800000
0049	NC_060029.1	4800000	4900000
0050	NC_060029.1	4900000	5000000
0051	NC_060029.1	5000000	5100000
0052	NC_060029.1	5100000	5200000
0053	NC_060029.1	5200000	5300000
0054	NC_060029.1	5300000	5400000
0055	NC_060029.1	5400000	5500000
0056	NC_060029.1	5500000	5600000
0057	NC_060029.1	5600000	5700000
0058	NC_060029.1	5700000	5800000
0059	NC_060029.1	5800000	5900000
0060	NC_060029.1	5900000	6000000
0061	NC_060029.1	6000000	6100000
0062	NC_060029.1	6100000	6200000
0063	NC_060029.1	6200000	6300000
0064	NC_060029.1	6300000	6400000
0065	NC_060029.1	6400000	6500000
0066	NC_060029.1	6500000	6600000
0067	NC_060029.1	6600000	6700000
0068	NC_060029.1	6700000	6800000
0069	NC_060029.1	6800000	6900000
0070	NC_060029.1	6900000	7000000
0071	NC_060029.1	7000000	7100000
0072	NC_060029.1	7100000	7200000
0073	NC_060029.1	7200000	7300000
0074	NC_060029.1	7300000	7400000
0075	NC_060029.1	7400000	7500000
0076	NC_060029.1	7500000	7600000
0077	NC_060029.1	7600000	7700000
0078	NC_060029.1	7700000	7800000
0079	NC_060029.1	7800000	7900000
0080	NC_060029.1	7900000	8000000
0081	NC_060029.1	8000000	8100000
0082	NC_060029.1	8100000	8200000
0083	NC_060029.1	8200000	8300000
0084	NC_060029.1	8300000	8400000
0085	NC_060029.1	8400000	8500000
0086	NC_060029.1	8500000	8600000
0087	NC_060029.1	8600000	8700000
0088	NC_060029.1	8700000	8800000
0089	NC_060029.1	8800000	8900000
0090	NC_060029.1	8900000	9000000
0091	NC_060029.1	9000000	9100000
0092	NC_060029.1	9100000	9200000
0093	NC_060029.1	9200000	9300000
0094	NC_060029.1	9300000	9400000
0095	NC_060029.1	9400000	9500000
0096	NC_060029.1	9500000	9600000
0097	NC_060029.1	9600000	9700000
0098	NC_060029.1	9700000	9800000
0099	NC_060029.1	9800000	9900000
0100	NC_060029.1	9900000	10000000
0101	NC_060029.1	10000000	10100000
0102	NC_060029.1	10100000	10200000
0103	NC_060029.1	10200000	10300000
0104	NC_060029.1	10300000	10400000
0105	NC_060029.1	10400000	10500000
0106	NC_060029.1	10500000	10600000
0107	NC_060029.1	10600000	10700000
0108	NC_060029.1	10700000	10800000
0109	NC_060029.1	10800000	10900000
0110	NC_060029.1	10900000	11000000
0111	NC_060029.1	11000000	11100000
0112	NC_060029.1	11100000	11200000
0113	NC_060029.1	11200000	11300000
0114	NC_060029.1	11300000	11400000
0115	NC_060029.1	11400000	11500000
0116	NC_060029.1	11500000	11600000
0117	NC_060029.1	11600000	11700000
0118	NC_060029.1	11700000	11800000
0119	NC_060029.1	11800000	11900000
0120	NC_060029.1	11900000	12000000
0121	NC_060029.1	12000000	12100000
0122	NC_060029.1	12100000	12200000
0123	NC_060029.1	12200000	12300000
0124	NC_060029.1	12300000	12400000
0125	NC_060029.1	12400000	12500000
0126	NC_060029.1	12500000	12600000
0127	NC_060029.1	12600000	12700000
0128	NC_060029.1	12700000	12800000
0129	NC_060029.1	12800000	12900000
0130	NC_060029.1	12900000	13000000
0131	NC_060029.1	13000000	13100000
0132	NC_060029.1	13100000	13200000
0133	NC_060029.1	13200000	13300000
0134	NC_060029.1	13300000	13400000
0135	NC_060029.1	13400000	13500000
0136	NC_060029.1	13500000	13600000
0137	NC_060029.1	13600000	13700000
0138	NC_060029.1	13700000	13800000
0139	NC_060029.1	13800000	13900000
0140	NC_060029.1	13900000	14000000
0141	NC_060029.1	14000000	14100000
0142	NC_060029.1	14100000	14200000
0143	NC_060029.1	14200000	14300000
0144	NC_060029.1	14300000	14400000
0145	NC_060029.1	14400000	14500000
0146	NC_060029.1	14500000	14600000
0147	NC_060029.1	14600000	14700000
0148	NC_060029.1	14700000	14800000
0149	NC_060029.1	14800000	14900000
0150	NC_060029.1	14900000	15000000
0151	NC_060029.1	15000000	15100000
0152	NC_060029.1	15100000	15200000
0153	NC_060029.1	15200000	15300000
0154	NC_060029.1	15300000	15400000
0155	NC_060029.1	15400000	15500000
0156	NC_060029.1	15500000	15600000
0157	NC_060029.1	15600000	15700000
0158	NC_060029.1	15700000	15800000
0159	NC_060029.1	15800000	15900000
0160	NC_060029.1	15900000	16000000
0161	NC_060029.1	16000000	16100000
0162	NC_060029.1	16100000	16200000
0163	NC_060029.1	16200000	16300000
0164	NC_060029.1	16300000	16400000
0165	NC_060029.1	16400000	16500000
0166	NC_060029.1	16500000	16600000
0167	NC_060029.1	16600000	16700000
0168	NC_060029.1	16700000	16800000
0169	NC_060029.1	16800000	16900000
0170	NC_060029.1	16900000	17000000
0171	NC_060029.1	17000000	17100000
0172	NC_060029.1	17100000	17200000
0173	NC_060029.1	17200000	17300000
0174	NC_060029.1	17300000	17318487
0175	NC_060030.1	0	100000
0176	NC_060030.1	100000	200000
0177	NC_060030.1	200000	300000
0178	NC_060030.1	300000	400000
0179	NC_060030.1	400000	500000
0180	NC_060030.1	500000	600000
0181	NC_060030.1	600000	700000
0182	NC_060030.1	700000	800000
0183	NC_060030.1	800000	900000
0184	NC_060030.1	900000	1000000
0185	NC_060030.1	1000000	1100000
0186	NC_060030.1	1100000	1200000
0187	NC_060030.1	1200000	1300000
0188	NC_060030.1	1300000	1400000
0189	NC_060030.1	1400000	1500000
0190	NC_060030.1	1500000	1600000
0191	NC_060030.1	1600000	1700000
0192	NC_060030.1	1700000	1800000
0193	NC_060030.1	1800000	1900000
0194	NC_060030.1	1900000	2000000
0195	NC_060030.1	2000000	2100000
0196	NC_060030.1	2100000	2200000
0197	NC_060030.1	2200000	2300000
0198	NC_060030.1	2300000	2400000
0199	NC_060030.1	2400000	2500000
0200	NC_060030.1	2500000	2600000
0201	NC_060030.1	2600000	2700000
0202	NC_060030.1	2700000	2800000
0203	NC_060030.1	2800000	2900000
0204	NC_060030.1	2900000	3000000
0205	NC_060030.1	3000000	3100000
0206	NC_060030.1	3100000	3200000
0207	NC_060030.1	3200000	3300000
0208	NC_060030.1	3300000	3400000
0209	NC_060030.1	3400000	3500000
0210	NC_060030.1	3500000	3600000
0211	NC_060030.1	3600000	3700000
0212	NC_060030.1	3700000	3800000
0213	NC_060030.1	3800000	3900000
0214	NC_060030.1	3900000	4000000
0215	NC_060030.1	4000000	4100000
0216	NC_060030.1	4100000	4200000
0217	NC_060030.1	4200000	4300000
0218	NC_060030.1	4300000	4400000
0219	NC_060030.1	4400000	4500000
0220	NC_060030.1	4500000	4600000
0221	NC_060030.1	4600000	4700000
0222	NC_060030.1	4700000	4800000
0223	NC_060030.1	4800000	4900000
0224	NC_060030.1	4900000	5000000
0225	NC_060030.1	5000000	5100000
0226	NC_060030.1	5100000	5200000
0227	NC_060030.1	5200000	5300000
0228	NC_060030.1	5300000	5400000
0229	NC_060030.1	5400000	5500000
0230	NC_060030.1	5500000	5600000
0231	NC_060030.1	5600000	5700000
0232	NC_060030.1	5700000	5800000
0233	NC_060030.1	5800000	5900000
0234	NC_060030.1	5900000	6000000
0235	NC_060030.1	6000000	6100000
0236	NC_060030.1	6100000	6200000
0237	NC_060030.1	6200000	6300000
0238	NC_060030.1	6300000	6400000
0239	NC_060030.1	6400000	6500000
0240	NC_060030.1	6500000	6600000
0241	NC_060030.1	6600000	6700000
0242	NC_060030.1	6700000	6800000
0243	NC_060030.1	6800000	6900000
0244	NC_060030.1	6900000	7000000
