0001	ptg000001l	0	42963
0002	ptg000007l	0	100000
0003	ptg000007l	100000	200000
0004	ptg000007l	200000	300000
0005	ptg000007l	300000	400000
0006	ptg000007l	400000	500000
0007	ptg000007l	500000	600000
0008	ptg000007l	600000	700000
0009	ptg000007l	700000	800000
0010	ptg000007l	800000	900000
0011	ptg000007l	900000	1000000
0012	ptg000007l	1000000	1100000
0013	ptg000007l	1100000	1200000
0014	ptg000007l	1200000	1300000
0015	ptg000007l	1300000	1400000
0016	ptg000007l	1400000	1500000
0017	ptg000007l	1500000	1600000
0018	ptg000007l	1600000	1700000
0019	ptg000007l	1700000	1800000
0020	ptg000007l	1800000	1900000
0021	ptg000007l	1900000	2000000
0022	ptg000007l	2000000	2100000
0023	ptg000007l	2100000	2152312
0024	ptg000008l	0	100000
0025	ptg000008l	100000	200000
0026	ptg000008l	200000	300000
0027	ptg000008l	300000	400000
0028	ptg000008l	400000	500000
0029	ptg000008l	500000	600000
0030	ptg000008l	600000	700000
0031	ptg000008l	700000	800000
0032	ptg000008l	800000	900000
0033	ptg000008l	900000	1000000
0034	ptg000008l	1000000	1100000
0035	ptg000008l	1100000	1200000
0036	ptg000008l	1200000	1300000
0037	ptg000008l	1300000	1400000
0038	ptg000008l	1400000	1500000
0039	ptg000008l	1500000	1600000
0040	ptg000008l	1600000	1700000
0041	ptg000008l	1700000	1800000
0042	ptg000008l	1800000	1900000
0043	ptg000008l	1900000	1966709
0044	ptg000009l	0	100000
0045	ptg000009l	100000	200000
0046	ptg000009l	200000	300000
0047	ptg000009l	300000	400000
0048	ptg000009l	400000	500000
0049	ptg000009l	500000	600000
0050	ptg000009l	600000	700000
0051	ptg000009l	700000	800000
0052	ptg000009l	800000	900000
0053	ptg000009l	900000	973006
0054	ptg000011l	0	100000
0055	ptg000011l	100000	200000
0056	ptg000011l	200000	300000
0057	ptg000011l	300000	400000
0058	ptg000011l	400000	500000
0059	ptg000011l	500000	600000
0060	ptg000011l	600000	700000
0061	ptg000011l	700000	800000
0062	ptg000011l	800000	900000
0063	ptg000011l	900000	1000000
0064	ptg000011l	1000000	1006642
0065	ptg000013l	0	100000
0066	ptg000013l	100000	200000
0067	ptg000013l	200000	300000
0068	ptg000013l	300000	400000
0069	ptg000013l	400000	500000
0070	ptg000013l	500000	600000
0071	ptg000013l	600000	700000
0072	ptg000013l	700000	800000
0073	ptg000013l	800000	900000
0074	ptg000013l	900000	1000000
0075	ptg000013l	1000000	1100000
0076	ptg000013l	1100000	1200000
0077	ptg000013l	1200000	1300000
0078	ptg000013l	1300000	1400000
0079	ptg000013l	1400000	1500000
0080	ptg000013l	1500000	1600000
0081	ptg000013l	1600000	1672442
0082	ptg000014l	0	100000
0083	ptg000014l	100000	200000
0084	ptg000014l	200000	300000
0085	ptg000014l	300000	400000
0086	ptg000014l	400000	500000
0087	ptg000014l	500000	600000
0088	ptg000014l	600000	700000
0089	ptg000014l	700000	800000
